run,n,overall_rmse,overall_rel_rmse,d5_rmse,d5_rel_rmse,d5_n,d5_target_rms,d10_rmse,d10_rel_rmse,d10_n,d10_target_rms
ecomesh_pool_d10_val_d5t10_d10t3,2883460,0.2844689722212198,0.4200023158946707,0.13770417935655874,0.18218383202437896,1609712,0.7558529087154772,0.3990304872522108,0.7093120748488492,1273748,0.5625598398804111
