run,n,overall_rmse,overall_rel_rmse,d5_rmse,d5_rel_rmse,d5_n,d5_target_rms,d10_rmse,d10_rel_rmse,d10_n,d10_target_rms
xy1_d5d10_eco20_xy1_fold1_e2e_g05,481397,0.33119086331489855,0.5865517844286416,0.07977705275846696,0.9097895629227558,241457,0.08768736860662392,0.4622376419528077,0.5814813380532936,239940,0.7949311726844155
xy1_d5d10_eco20_xy1_fold2_e2e_g05,481358,0.14967809050258726,0.27119293432754404,0.03842151420642212,0.4417619507749267,241612,0.08697334421632319,0.20855151116695475,0.26834813970936133,239746,0.7771677172527811
xy1_d5d10_eco20_xy1_fold3_e2e_g05,481177,0.20219395074473867,0.3774693703091771,0.0672705620660734,0.7757519452287782,241618,0.08671658831127331,0.2784814869850195,0.36926677628474824,239559,0.754147150162996
xy1_d5d10_eco50_xy1_fold1_e2e_g05,482279,0.33526222980943937,0.3706036464113574,0.08980782454007231,0.47565513830406964,242705,0.18880869207106374,0.46701139046033396,0.3679055972040667,239574,1.269378324247935
xy1_d5d10_eco50_xy1_fold2_e2e_g05,482923,0.45466908093141944,0.5099378801884454,0.12413035687592551,0.6484867917965064,242450,0.19141539726976786,0.6321490542251982,0.5061964798993926,240473,1.2488215136360468
xy1_d5d10_eco50_xy1_fold3_e2e_g05,475859,0.7154756681728852,1.9632488164580826,0.14792751870732487,0.7669191884421329,242390,0.19288540557684403,1.0102733759527347,2.0971336236537144,233469,0.4817401068571844
xy1_d5d10_ecomesh_xy1_fold1_e2e_g05,498456,0.5755084598873959,0.7001098805552444,0.14608923706183305,0.7818169954553233,241874,0.18685861002132853,0.7895033709482484,0.6978824202443692,256582,1.1312842221642398
xy1_d5d10_ecomesh_xy1_fold2_e2e_g05,495653,0.15013118759016766,0.18405969230075742,0.05259757267151718,0.38789907467585005,239332,0.13559602511418883,0.2024887187929561,0.17972520510879442,256321,1.1266573248331089
xy1_d5d10_ecomesh_xy1_fold3_e2e_g05,498971,0.12890086740757922,0.158141731162869,0.06801273468364798,0.3533142636763773,242533,0.19249926107128554,0.16719750837869124,0.1490878190109678,256438,1.121469946289785
