Timestamp,Sensor_Raw_Value,AFD_Fz,Motor_Position_mm
2025-08-29T11:21:33.114717,6813696,0.004600000000010596,0.0
2025-08-29T11:21:33.114717,6813696,-0.052066666666661376,0.0
2025-08-29T11:21:33.184198,6813696,-0.07873333333333221,0.0
2025-08-29T11:21:33.245758,6814208,0.007933333333340897,0.0
2025-08-29T11:21:33.245758,6814208,0.07793333333333408,0.0
2025-08-29T11:21:33.319343,6813696,0.027933333333336918,0.0
2025-08-29T11:21:33.380775,6814720,-0.04540000000000077,0.0
2025-08-29T11:21:33.450491,6814720,-0.02206666666666024,0.0
2025-08-29T11:21:33.511966,6814464,-0.0720666666666574,0.0
2025-08-29T11:21:33.511966,6814464,-0.048733333333331075,0.0
2025-08-29T11:21:33.581531,6814720,-0.21539999999998827,0.0
2025-08-29T11:21:33.643009,6814208,-0.19873333333332255,0.0
2025-08-29T11:21:33.712594,6814720,-0.10206666666665853,0.0
2025-08-29T11:21:33.712594,6814720,0.05126666666667745,0.0
2025-08-29T11:21:33.774100,6814464,0.03126666666666722,0.0
2025-08-29T11:21:33.847726,6813952,0.03126666666666722,0.0
2025-08-29T11:21:33.909065,6814720,-0.015399999999999636,0.0
2025-08-29T11:21:33.909065,6814720,-0.028733333333320843,0.0
2025-08-29T11:21:33.978973,6815232,-0.008733333333324822,0.0
2025-08-29T11:21:34.040363,6814976,-0.09873333333332823,1.0068352158005174e-07
2025-08-29T11:21:34.109884,6814720,0.06793333333334317,0.0057047954550734515
2025-08-29T11:21:34.171468,6814720,0.07793333333333408,0.014334078039134945
2025-08-29T11:21:34.171468,6814720,-0.018733333333329938,0.020054177389488562
2025-08-29T11:21:34.241085,6813952,-0.052066666666661376,0.028602040565765652
2025-08-29T11:21:34.302527,6813440,0.001266666666666083,0.03431072911700687
2025-08-29T11:21:34.376071,6811904,0.0146000000000015,0.04296199426994668
2025-08-29T11:21:34.376071,6811904,-0.018733333333329938,0.0487342141233049
2025-08-29T11:21:34.433543,6812672,-0.11206666666666365,0.05735420026220717
