run,n,overall_rmse,overall_rel_rmse,d5_rmse,d5_rel_rmse,d5_n,d5_target_rms,d10_rmse,d10_rel_rmse,d10_n,d10_target_rms
ecomesh_xy0p5_datarich_val_d5test10_d10test3,2883460,0.28255175958195905,0.4171716329843665,0.12937617621601238,0.17116581113100268,1609712,0.7558529087154772,0.39946880758184095,0.710091228102525,1273748,0.5625598398804111
