run,n,overall_rmse,d5_rmse,d10_rmse,d5_n,d10_n,d5_target_rms,d10_target_rms,d5_rel_rmse,d10_rel_rmse,overall_rel_rmse
ecomesh_xy0p5_datarich_val_d5test10_d10test3,2883460,0.28255175958195905,0.12937617621601238,0.39946880758184095,1609712,1273748,0.7558529087154772,0.5625598398804111,0.17116581113100268,0.710091228102525,0.4171716329843665
